name,city,priority_rank
MED MARİNE TUNCER ŞEN FEN LİSESİ,KOCAELİ,9
ARTVİN FEN LİSESİ,ARTVİN,9
GAZİ ÜNİVERSİTESİ VAKFI ÖZEL FEN LİSESİ,ANKARA,9
ÖZEL İSTEK ÇANAKKALE BİNDOKUZYÜZONBEŞ FEN LİSESİ,ÇANAKKALE,9
ÖZEL KIRŞEHİR ANADOLU LİSESİ,KIRŞEHİR,9
ESENTEPE ANADOLU LİSESİ,ADIYAMAN,9
ÖZEL TEKDEN FEN LİSESİ,KAYSERİ,9
GAZİ ANADOLU LİSESİ,İSTANBUL,9
ÖZEL DİYARBAKIR NESİBE AYDIN FEN LİSESİ,DİYARBAKIR,9
ÖZEL ISPARTA DOĞA ANADOLU LİSESİ,ISPARTA,9
YILMAZ KAYALAR FEN LİSESİ,TOKAT,9
ÖZEL ALAŞEHİR BAHÇEŞEHİR KOLEJİ FEN LİSESİ,MANİSA,9
MEHMET BAYDAR ANADOLU LİSESİ,İSTANBUL,9
ÖZEL MATBİLİM KOLEJİ ANADOLU LİSESİ,ANKARA,9
KEPEZ MAHMUT CELALETTİN ÖKTEN ANADOLU İMAM HATİP LİSESİ,ANTALYA,9
İSTANBUL RECEP TAYYİP ERDOĞAN ANADOLU İMAM HATİP LİSESİ,İSTANBUL,10
ÖZEL KOCAELİ SİMYA FEN LİSESİ,KOCAELİ,10
ÖZEL ORTACA ÇÖZÜM ANADOLU LİSESİ,MUĞLA,10
YÜREĞİR HALICILAR ANADOLU LİSESİ,ADANA,10
ÖZEL KAMPÜS FEN LİSESİ,ANKARA,10
ÖZEL ERCİYES ANADOLU LİSESİ,KAYSERİ,10
HACI ÖMER TARMAN ANADOLU LİSESİ,ANKARA,10
ÖZEL ŞAFAK ÖNCÜ KOLEJİ FEN LİSESİ,UŞAK,10
KAĞITHANE ANADOLU LİSESİ,İSTANBUL,10
ÖZEL YENİ AKDENİZ ANADOLU LİSESİ,HATAY,10
KANUNİ ANADOLU LİSESİ,TRABZON,10
İSTANBUL ÜSKÜDAR LİSESİ,İSTANBUL,10
ÖZEL GAZİANTEP NESİBE AYDIN FEN LİSESİ,GAZİANTEP,10
ÖZEL KÜLTÜR FEN LİSESİ,İSTANBUL,10
ÖZEL GÜRÇAĞ FEN LİSESİ,ANKARA,10
BANDIRMA YAVUZ SULTAN SELİM ANADOLU LİSESİ,BALIKESİR,10
ÖZEL BALIKESİR KAPLAN MIDIK FEN LİSESİ,BALIKESİR,10
MEVLANA ANADOLU LİSESİ,BATMAN,10
AKYAZI EYYUP GENÇ FEN LİSESİ,SAKARYA,10
MUSTAFA HAKAN GÜVENÇER FEN LİSESİ,ANKARA,10
MERSİN YUSUF KALKAVAN ANADOLU LİSESİ,MERSİN,10
ÖZEL BORNOVA ANADOLU LİSESİ,İZMİR,10
ÖZEL FETHİYE AKADEMİ FEN LİSESİ,MUĞLA,10
ÜNYE FEN LİSESİ,ORDU,10
ÖZEL SULAR ANADOLU LİSESİ,ADANA,10
ÖZEL BANDIRMA BİREY FEN LİSESİ,BALIKESİR,10
TP FATIMA ZEHRA KIZ ANADOLU İMAM HATİP LİSESİ,BATMAN,10
KAZIM KARABEKİR ANADOLU LİSESİ,VAN,10
ÖZEL NENE HATUN KIZ FEN LİSESİ,ANKARA,10
DR.VASIF TOPÇU FEN LİSESİ,İSTANBUL,10
BERGAMALI KADRİ ANADOLU İMAM HATİP LİSESİ,İZMİR,10
NEVZAT AYAZ ANADOLU LİSESİ,DİYARBAKIR,10
ÖZEL SAMSUN ÇİZGİ ÜSTÜ FEN BİLİMLERİ OKULLARI FEN LİSESİ,SAMSUN,10
BURAK BORA ANADOLU LİSESİ,İSTANBUL,10
SEMA YAZAR ANADOLU LİSESİ,KAYSERİ,10
İSTANBUL ANADOLU LİSESİ,İSTANBUL,10
SUŞEHRİ FEN LİSESİ,SİVAS,10
KEŞAN FEN LİSESİ,EDİRNE,10
ÖZEL TED RÖNESANS ANADOLU LİSESİ,İSTANBUL,10
TÜRK TELEKOM ANADOLU LİSESİ,BATMAN,10
GAZİ ANADOLU LİSESİ,ADANA,10
ABDURRAHMANPAŞA LİSESİ,KASTAMONU,10
ÖZEL ALİ KURT EĞİTİM MERKEZİ ANADOLU LİSESİ,DENİZLİ,10
ÖZEL İDEAL BEŞGEN ANADOLU LİSESİ,ANKARA,10
FATİH SULTAN MEHMET ANADOLU LİSESİ,BARTIN,10
KAYSERİ LİSESİ,KAYSERİ,10
ÖZEL ÇUKUROVA ERAL FEN LİSESİ,ADANA,10
BURSA KIZ LİSESİ,BURSA,10
ÖZEL KOCAELİ BİLNET FEN LİSESİ,KOCAELİ,10
BÜYÜKŞEHİR BELEDİYESİ ORDU ANADOLU İMAM HATİP LİSESİ,ORDU,10
TED SİVAS KOLEJİ ÖZEL ANADOLU LİSESİ,SİVAS,10
ÖZEL ZEHRA FEN LİSESİ,ANKARA,10
ÖZEL ANKARA AÇILIM KOLEJİ FEN LİSESİ,ANKARA,10
TED BURSA ÖZEL KOLEJİ,BURSA,10
AYHAN SÜMER ANADOLU LİSESİ,ANKARA,10
ÖZEL KİPAŞ ANADOLU LİSESİ,KAHRAMANMARAŞ,10
CEYLANPINAR FEN LİSESİ,ŞANLIURFA,10
ÖZEL TÜRK FEN LİSESİ,İZMİR,10
MUSTAFA KOYUNCU FEN LİSESİ,KAYSERİ,10
DİYARBAKIR ANADOLU LİSESİ,DİYARBAKIR,10
ÖZEL YENİ YOL ANADOLU LİSESİ,ESKİŞEHİR,10
AYDINLIKEVLER ANADOLU LİSESİ,ANKARA,10
HAZIM KULAK ANADOLU LİSESİ,AKSARAY,10
ŞEHİT ÖĞRETMEN NECMEDDİN KUYUCU ANADOLU LİSESİ,KOCAELİ,10
ANAFARTALAR ANADOLU LİSESİ,SAMSUN,10
ÇAMLICA KIZ ANADOLU İMAM HATİP LİSESİ,İSTANBUL,10
MUHİTTİN MUSTAFA BÖCEK ANADOLU LİSESİ,ANTALYA,10
ASELSAN MESLEKİ VE TEKNİK ANADOLU LİSESİ,ANKARA,10
ÖZEL MUTLU EĞİTİM MODELİ FEN LİSESİ,ŞANLIURFA,10
TURHAL ŞEKER FEN LİSESİ,TOKAT,10
AYDIN LİSESİ,AYDIN,10
GAZİOSMANPAŞA ANADOLU LİSESİ,İSTANBUL,10
FETHİYE ÖMER ÖZYER ANADOLU LİSESİ,MUĞLA,10
KIRIKKALE ATATÜRK ANADOLU LİSESİ,KIRIKKALE,10
ÖZEL KONYAALTI BAHÇEŞEHİR KOLEJİ FEN VE TEKNOLOJİ LİSESİ,ANTALYA,10
ÖZEL ANKARA YENİMAHALLE HEDEF AKADEMİ ANADOLU LİSESİ,ANKARA,10
ÖZEL KADİRLİ BAHÇEŞEHİR KOLEJİ FEN LİSESİ,OSMANİYE,10
ÖZEL BİLNET OKULLARI KARŞIYAKA FEN LİSESİ,İZMİR,10
MİDYAT ANADOLU LİSESİ,MARDİN,10
ÖZELTEKİRDAĞ AKA FEN LİSESİ,TEKİRDAĞ,10
KILIÇOĞLU ANADOLU LİSESİ,ESKİŞEHİR,10
GÜZELYURT KIZ ANADOLU İMAM HATİP LİSESİ,İSTANBUL,10
1. KILIÇARSLAN FEN LİSESİ,DİYARBAKIR,10
ÖZEL P.E.V. AMİROĞLU FEN LİSESİ,DENİZLİ,10
DEVELİ BORSA İSTANBUL FEN LİSESİ,KAYSERİ,10
GÖYNÜK FEN LİSESİ,ANTALYA,11
ÖZEL RİZE LEVENT FEN LİSESİ,RİZE,11
ÖZEL SEVGİ ANADOLU LİSESİ,ANKARA,11
PROF. DR. SABAHATTİN ZAİM ANADOLU LİSESİ,İSTANBUL,11
ŞEHİT AHMET ÖZSOY FEN LİSESİ,İZMİR,11
BAFRA ANADOLU LİSESİ,SAMSUN,11
NİĞDE YUNUS EMRE ANADOLU LİSESİ,NİĞDE,11
NAZİLLİ ANADOLU LİSESİ,AYDIN,11
GEREDE FEN LİSESİ,BOLU,11
SEZAİ KARAKOÇ ANADOLU LİSESİ,DİYARBAKIR,11
MENTEŞE ANADOLU LİSESİ,MUĞLA,11
İRFANLI ANADOLU LİSESİ,AMASYA,11
BUCA FATMA SAYGIN ANADOLU LİSESİ,İZMİR,11
KARATAY TOKİ ANADOLU LİSESİ,KONYA,11
ÖZEL TED ÇORUM ANADOLU LİSESİ,ÇORUM,11
AÇIK ÖĞRETİM LİSESİ,,11
ATAKÖY CUMHURİYET ANADOLU LİSESİ,İSTANBUL,11
HATİCE-CEMİL ERCAN FEN LİSESİ,ANKARA,11
ÖZEL FENTEK KOLEJİ FEN LİSESİ,KAYSERİ,11
ABDULKERİM BENGİ ANADOLU LİSESİ,MERSİN,11
ÖZEL İSTEM KOLEJİ ANADOLU LİSESİ,KAYSERİ,11
PATNOS SELAHADDİN EYYUBİ FEN LİSESİ,AĞRI,11
VİRANŞEHİR ANADOLU LİSESİ,ŞANLIURFA,11
ANKARA ÜNİVERSİTESİ GELİŞTİRME VAKFI ÖZEL FEN LİSESİ,ANKARA,11
ÖZEL BALIKESİR PUSULA FEN LİSESİ,BALIKESİR,11
BETÜL CAN ANADOLU LİSESİ,ANKARA,11
BODRUM ANADOLU LİSESİ,MUĞLA,11
BEŞİKDÜZÜ BORSA İSTANBUL FEN LİSESİ,TRABZON,11
YENİŞEHİR ANADOLU İMAM HATİP LİSESİ,MERSİN,11
İSKENDERUN PAŞA KARACA ANADOLU İMAM HATİP LİSESİ,HATAY,11
NURULLAH EREN ANADOLU LİSESİ,BİTLİS,11
ÖZEL ELMADAĞ AÇI FEN LİSESİ,ANKARA,11
ÖZEL SAKARYA YANKI KOLEJİ ANADOLU LİSESİ,SAKARYA,11
ÖZEL GENÇ ADIM FEN LİSESİ,SAMSUN,11
EBU SADIK ANADOLU İMAM HATİP LİSESİ,ADIYAMAN,11
ÖZEL ÇUKUROVA KAVRAM KOLEJİ FEN LİSESİ,MERSİN,11
BİGA İÇDAŞ FEN LİSESİ,ÇANAKKALE,11
MURADİYE ALPASLAN FEN LİSESİ,VAN,11
ÖZEL İZMİR BAHÇEŞEHİR KOLEJİ ELLİNCİ YIL ANADOLU LİSESİ,İZMİR,11
ORDU ANADOLU LİSESİ,ORDU,11
KAPAKLI ANADOLU LİSESİ,TEKİRDAĞ,11
ÖZEL DENİZLİ BAHÇEŞEHİR ANADOLU LİSESİ,DENİZLİ,11
NEVZAT AYAZ ANADOLU LİSESİ,İSTANBUL,11
DÜZİÇİ FEN LİSESİ,OSMANİYE,11
BAFRA ALTINKAYA ANADOLU LİSESİ,SAMSUN,11
ÖZEL MATFEN ANADOLU LİSESİ,ANKARA,11
ÖZEL BURDUR BAHÇEŞEHİR KOLEJİ FEN LİSESİ,BURDUR,11
OSMAN ÖTKEN ANADOLU LİSESİ,HATAY,11
KARŞIYAKA ANADOLU LİSESİ,BİNGÖL,11
ABDULKADİR ÖZCAN ANADOLU İMAM HATİP LİSESİ,KIRŞEHİR,11
ELAZIĞ ANADOLU LİSESİ,ELAZIĞ,11
YAHYA KEMAL BEYATLI ANADOLU LİSESİ,ŞANLIURFA,11
ADAPAZARI ANADOLU İMAM HATİP LİSESİ,SAKARYA,11
ÖZEL KARAOĞLAN FEN LİSESİ,KAHRAMANMARAŞ,11
SİLİFKE ANADOLU LİSESİ,MERSİN,11
ÖZEL ÇUKURAMBAR DOĞA FEN VE TEKNOLOJİ LİSESİ,ANKARA,11
NEVZAT KARALP ANADOLU LİSESİ,DENİZLİ,11
KAMAN BORSA İSTANBUL FEN LİSESİ,KIRŞEHİR,11
ÖZEL OĞUZHAN ÖZKAYA FEN LİSESİ,İZMİR,11
ŞEHİT TEVHİT AKKAN KIZ ANADOLU İMAM HATİP LİSESİ,ISPARTA,11
DR. KEMAL NACİ EKŞİ ANADOLU LİSESİ,İSTANBUL,11
ÖZEL ÇAĞRI FEN LİSESİ,ANKARA,11
ÖZEL NEVŞEHİR SİMYA FEN LİSESİ,NEVŞEHİR,11
SELAHADDİN EYYUBİ ANADOLU İMAM HATİP LİSESİ,MALATYA,11
ŞEHİT HAKİ ARAS KIZ ANADOLU İMAM HATİP LİSESİ,İSTANBUL,11
İBRAHİM BEDRETTİN ELMALI FEN LİSESİ,ANTALYA,11
ÖZEL TEKNONET FEN LİSESİ,GAZİANTEP,11
BÜNYAN FEN LİSESİ,KAYSERİ,11
ÖZEL YALOVA GÜÇLÜ FEN LİSESİ,YALOVA,11
ÖDEMİŞ TİCARET ODASI ANADOLU LİSESİ,İZMİR,11
ADIYAMAN ANADOLU İMAM-HATİP LİSESİ,ADIYAMAN,11
NERMİN MEHMET ÇEKİÇ ANADOLU LİSESİ,ANKARA,11
ÖZEL KIRŞEHİR SİMYA ANADOLU LİSESİ,KIRŞEHİR,11
ARTUKLU ANADOLU İMAM HATİP LİSESİ,MARDİN,11
ÖZEL TUĞRA FEN LİSESİ,KONYA,11
KARATAY KONYA ANADOLU İMAM HATİP LİSESİ,KONYA,11
ÖZEL TAN ANADOLU LİSESİ,BURSA,11
ÖZEL SEV LİSESİ,İSTANBUL,11
ÖZEL AÇI KOLEJİ FEN LİSESİ,ERZURUM,11
ÖZEL ÜÇFEN ANADOLU LİSESİ,ANKARA,11
TENZİLE ERDOĞAN ANADOLU LİSESİ,ISPARTA,11
ÖZEL NOTRE DAME DE SION FRANSIZ LİSESİ,İSTANBUL,11
SUNGURLU FEN LİSESİ,ÇORUM,11
KANDIRA AKÇAKOCA ANADOLU LİSESİ,KOCAELİ,11
SÜLEYMAN DEMİREL ANADOLU LİSESİ,ANKARA,12
ÖZEL TARSUS KÖKLÜ ANADOLU LİSESİ,MERSİN,12
İSTEK ÖZEL BİLGE KAĞAN ANADOLU LİSESİ,İSTANBUL,12
ÖZEL ÇARŞAMBA MEKTEBİM KOLEJİ FEN LİSESİ,SAMSUN,12
BAYBURT FEN LİSESİ,BAYBURT,12
MÜMTAZ TURHAN ANADOLU LİSESİ,ERZURUM,12
HACI BEKTAŞ VELİ ANADOLU LİSESİ,İSTANBUL,12
ÖZEL KADIKÖY NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ,İSTANBUL,12
ÖZEL BURSA KÜLTÜR FEN LİSESİ,BURSA,12
TAŞKÖPRÜ FEN LİSESİ,KASTAMONU,12
ÖZEL ANTALYA BAHÇEŞEHİR ANADOLU LİSESİ,ANTALYA,12
ÖZEL TOKAT YÖNTEM ANADOLU LİSESİ,TOKAT,12
ERDOĞAN AKDAĞ FEN LİSESİ,YOZGAT,12
ÖZEL BAHÇEŞEHİR KOLEJİ DR. BURHAN KARA FEN LİSESİ,ANKARA,12
ÖZEL ÖZLÜCE SINAV KOLEJİ FEN LİSESİ,BURSA,12
ÖZEL KARADENİZ EREĞLİ DOĞA FEN LİSESİ,ZONGULDAK,12
BEYDAĞI ANADOLU LİSESİ,MALATYA,12
GÜLİZAR ZEKİ OBDAN ANADOLU LİSESİ,İSTANBUL,12
AYVACIK FEN LİSESİ,ÇANAKKALE,12
ÖZEL MURATPAŞA BİRİKİM ANADOLU LİSESİ,ANTALYA,12
ALP OĞUZ ANADOLU LİSESİ,İZMİR,12
ÖZEL GÜZELBAHÇE BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ,İZMİR,12
ERZİNCAN LİSESİ,ERZİNCAN,12
ÖZEL BEYLİKDÜZÜ AÇI ANADOLU LİSESİ,İSTANBUL,12
ÖZEL İSTANBUL MODERN İLİMLER ANADOLU LİSESİ,MUĞLA,12
ÖZEL BEŞTEPE ANADOLU LİSESİ,ANKARA,12
SUNGURBEY ANADOLU LİSESİ,ADANA,12
FARABİ ANADOLU LİSESİ,OSMANİYE,12
ARDAHAN FEN LİSESİ,ARDAHAN,12
MUSTAFA SAFFET ANADOLU LİSESİ,İSTANBUL,12
SANCAKTEPE ARİF NİHAT ASYA ANADOLU LİSESİ,İSTANBUL,12
SAMANDAĞ ATATÜRK ANADOLU LİSESİ,HATAY,12
AKİF İNAN ANADOLU İMAM HATİP LİSESİ,İSTANBUL,12
ÖZEL SAMSUN ATAKENT FİNAL AKADEMİ FEN LİSESİ,SAMSUN,12
AYRANCI ANADOLU LİSESİ,ANKARA,12
CENGİZHAN ANADOLU LİSESİ,İSTANBUL,12
MEHMET CADIL ANADOLU LİSESİ,BURDUR,12
HÜMEYRA ÖKTEN KIZ ANADOLU İMAM HATİP LİSESİ,ADANA,12
SELAHADDİNİ EYYUBİ ANADOLU LİSESİ,DİYARBAKIR,12
KOCAELİ ANADOLU LİSESİ,KOCAELİ,12
ÖMER ÇAM ANADOLU İMAM HATİP LİSESİ,İSTANBUL,12
NEVZAT KARABAĞ ANADOLU LİSESİ,ERZURUM,12
ÖZEL MEZAİM KİRAZ FEN LİSESİ,ANKARA,12
SENAN İDİN FEN LİSESİ,ŞIRNAK,12
ŞEHİT MUHAMMED FAZLI DEMİR ANADOLU İMAM HATİP LİSESİ,İSTANBUL,12
ERDEMLİ BORSA İSTANBUL FEN LİSESİ,MERSİN,12
OF FEN LİSESİ,TRABZON,12
BURSA ATATÜRK ANADOLU LİSESİ,BURSA,12
15 TEMMUZ ŞEHİTLERİ ANADOLU LİSESİ,AĞRI,12
ÖZEL DİYARBAKIR BAHÇEŞEHİR FEN LİSESİ,DİYARBAKIR,12
SERİK FEN LİSESİ,ANTALYA,12
ÖZEL ONİKİŞUBAT DOĞA KOLEJİ FEN LİSESİ,KAHRAMANMARAŞ,12
ERCİŞ FEN LİSESİ,VAN,12
ÖZEL FİNAL FEN LİSESİ,ERZURUM,12
YAKUTİYE ANADOLU İMAM HATİP LİSESİ,ERZURUM,12
ÖZEL DENİZLİ İSTEK FEN LİSESİ,DENİZLİ,12
ÖZEL SEMBOL ANADOLU LİSESİ,ANKARA,12
MEHMET GÜNEŞ ANADOLU LİSESİ,ŞANLIURFA,12
GÜLER ŞEVKİ ÖZBEK ANADOLU LİSESİ,DİYARBAKIR,12
YAHYA KEMAL BEYATLI ANADOLU LİSESİ,İSTANBUL,12
TED SAMSUN KOLEJİ ÖZEL LİSESİ,SAMSUN,12
OSMAN GAZİ FEN LİSESİ,KIRIKKALE,12
BAŞKENT ÜNİVERSİTESİ ÖZEL İSKENDERUN BAŞKENT FEN LİSESİ,HATAY,12
PROF.DR.NECMETTİN ERBAKAN ANADOLU İMAM HATİP LİSESİ,ŞANLIURFA,12
ÖZEL RASİM ŞAHİNKAYA ANADOLU LİSESİ,BURSA,12
SURUÇ FEN LİSESİ,ŞANLIURFA,12
KARAKÖPRÜ HATİCE KÜBRA KIZ ANADOLU İMAM HATİP LİSESİ,ŞANLIURFA,12
DÜZCE ARSAL ANADOLU LİSESİ,DÜZCE,12
ÖZEL MUTLU EĞİTİM MODELİ ANADOLU LİSESİ,ŞANLIURFA,12
ÖZEL SALİHLİ NAZMİ ARIKAN FEN BİLİMLERİ FEN LİSESİ,MANİSA,12
ÖZEL ANKARA SANAYİ ODASI MESLEKİ VE TEKNİK ANADOLU LİSESİ,ANKARA,12
ÖZEL SAMSUN SINAV KOLEJİ FEN VE TEKNOLOJİ LİSESİ,SAMSUN,12
CUMHURİYET ANADOLU LİSESİ,DENİZLİ,12
SAKARYA ANADOLU LİSESİ,SAKARYA,12
ŞEHİT MUHAMMED İSLAM ALTUĞ ANADOLU İMAM HATİP LİSESİ,YALOVA,12
ÖZEL KARADAĞ FEN LİSESİ,KARAMAN,12
ANKARA KIZ ANADOLU İMAM HATİP LİSESİ,ANKARA,12
ANTALYA ANADOLU İMAM HATİP LİSESİ,ANTALYA,12
NECİP FAZIL KISAKÜREK ANADOLU LİSESİ,DİYARBAKIR,12
ÇAYELİ FEN LİSESİ,RİZE,12
ÖZEL İSKENDERUN UĞUR FEN LİSESİ,HATAY,12
AFYONKARAHİSAR KIZ ANADOLU İMAM HATİP LİSESİ,AFYONKARAHİSAR,12
ŞEHİT ÖMER TAKDEMİR ANADOLU İMAM HATİP LİSESİ,ANKARA,12
ÖZEL AYDIN FİNAL AKADEMİ FEN LİSESİ,AYDIN,12
CUMHURİYET ANADOLU LİSESİ,İSTANBUL,12
ÖZEL BATIKENT SINAV ANADOLU LİSESİ,ANKARA,13
HASANOĞLAN ATATÜRK FEN LİSESİ,ANKARA,13
ÇERKEZKÖY ANADOLU LİSESİ,TEKİRDAĞ,13
KUŞADASI MAKBULE HASAN UÇAR ANADOLU LİSESİ,AYDIN,13
ÖZEL DERYA ÖNCÜ ANADOLU LİSESİ,İSTANBUL,13
ŞEVKİYE ÖZEL FEN LİSESİ,DENİZLİ,13
NECMİ ASFUROĞLU ANADOLU LİSESİ,HATAY,13
ÖZEL ÇAĞDAŞ ÖNCÜ ANADOLU LİSESİ,BURSA,13
NECİP FAZIL KISAKÜREK FEN LİSESİ,MANİSA,13
ÖZEL DÜZİÇİ SINAV ANADOLU LİSESİ,OSMANİYE,13
MANİSA HASAN TÜREK ANADOLU LİSESİ,MANİSA,13
ŞEHİT EROL OLÇOK ANADOLU İMAM HATİP LİSESİ,KAHRAMANMARAŞ,13
VAN ATATÜRK ANADOLU LİSESİ,VAN,13
HASAN ÇOLAK ANADOLU LİSESİ,ANTALYA,13
ÖZEL İNTEGRAL FEN LİSESİ,MALATYA,13
ÖZEL ALTINELLER FEN LİSESİ,ADANA,13
ARDEŞEN ŞEHİT ÖMER HALİSDEMİR FEN LİSESİ,RİZE,13
ÖĞRENCİDEN ARMAĞAN ANADOLU LİSESİ,İSTANBUL,13
ÖZEL SAMSUN BAHÇEŞEHİR KOLEJİ ATAKUM ANADOLU LİSESİ,SAMSUN,13
ÖZEL MANAVGAT BAHÇEŞEHİR KOLEJİ FEN LİSESİ,ANTALYA,13
ŞEHİT FEVZİ BAŞARAN ANADOLU İMAM HATİP LİSESİ,BURSA,13
SÜLEYMAN DEMİREL ANADOLU LİSESİ,HATAY,13
MEHMET AKİF ERSOY ANADOLU LİSESİ,BATMAN,13
MEHMET-HANİFE YAPICI ANADOLU LİSESİ,KONYA,13
DENİZLİ ANADOLU İMAM HATİP LİSESİ,DENİZLİ,13
HALİS GÜLLE ANADOLU LİSESİ,SİVAS,13
BURSA MERKEZ ANADOLU İMAM HATİP LİSESİ,BURSA,13
BURSA AHMET VEFİK PAŞA ANADOLU LİSESİ,BURSA,13
TURGUTLU ANADOLU LİSESİ,MANİSA,13
FETHİYE ANADOLU LİSESİ,MUĞLA,13
HACI MALİKE MEHMET BİLEYDİ ANADOLU LİSESİ,ANTALYA,13
ÖZEL SİVAS BATI FEN LİSESİ,SİVAS,13
KÜÇÜKÇEKMECE ANADOLU LİSESİ,İSTANBUL,13
ERTUĞRUL KURDOĞLU FEN LİSESİ,ARTVİN,13
ÇERMİK FEN LİSESİ,DİYARBAKIR,13
ŞEHİT ÖMER HALİSDEMİR ANADOLU LİSESİ,ANKARA,13
NAMIK KEMAL LİSESİ,TEKİRDAĞ,13
ÖZEL KONYA SİSTEM FEN LİSESİ,KONYA,13
ÖVGÜ TERZİBAŞIOĞLU ANADOLU LİSESİ,İZMİR,13
RAHMİ KULA ANADOLU LİSESİ,BALIKESİR,13
BULANCAK FEN LİSESİ,GİRESUN,13
HATİCE-LÜTFÜ AKCAN ANADOLU LİSESİ,GAZİANTEP,13
ŞEHİT ARSLAN KULAKSIZ FEN LİSESİ,MUŞ,13
AHMET NAZİF ZORLU FEN LİSESİ,DENİZLİ,13
BANDIRMA ANADOLU LİSESİ,BALIKESİR,13
VAN ANADOLU İMAM HATİP LİSESİ,VAN,13
GÜLŞEN BATAR ANADOLU LİSESİ,GAZİANTEP,13
ÖZEL UFUK ÇİZGİSİ FEN LİSESİ,ESKİŞEHİR,13
ÖZEL ANKARA AÇI KOLEJİ FEN LİSESİ,ANKARA,13
OSMAN ULUBAŞ ANADOLU LİSESİ,KAYSERİ,13
OSMAN NURİ HEKİMOĞLU ANADOLU LİSESİ,KONYA,13
RIDVAN ÇELİKEL FEN LİSESİ,SAMSUN,13
AKÇADAĞ FATİH FEN LİSESİ,MALATYA,13
ÖZEL BAŞAKŞEHİR BİREY ANADOLU LİSESİ,İSTANBUL,13
MUŞ ANADOLU LİSESİ,MUŞ,13
VEZİRKÖPRÜ HATİCE-KEMAL KAYALIOĞLU FEN LİSESİ,SAMSUN,13
TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ İZZETTİN DÜNDAR ANADOLU LİSESİ,MARDİN,13
İHRAMCIZADE ANADOLU İMAM HATİP LİSESİ,SİVAS,13
KIRIMLI FAZİLET OLCAY ANADOLU LİSESİ,İSTANBUL,13
ŞEHİT ABDULLAH ÜMİT SERCAN ANADOLU LİSESİ,ANTALYA,13
ÖZEL KEÇİÖREN SINAV ANADOLU LİSESİ,ANKARA,13
ÖZEL TOROS FEN LİSESİ,MERSİN,13
ŞEHİT OSMAN ALTINKUYU ANADOLU LİSESİ,YALOVA,13
İSTANBUL ATATÜRK ANADOLU LİSESİ,İSTANBUL,13
ÖZEL BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ,YALOVA,13
ŞEHİT SERCAN ÖZTÜRK ANADOLU LİSESİ,ANKARA,13
KÜTAHYA AKŞEMSETTİN KIZ ANADOLU İMAM HATİP LİSESİ,KÜTAHYA,13
ŞEHİT KÜBRA DOĞANAY FEN LİSESİ,KAYSERİ,13
GAZİEMİR NEVVAR SALİH İŞGÖREN ANADOLU LİSESİ,İZMİR,13
ÖZEL KOŞUYOLU FİNAL ANADOLU LİSESİ,İSTANBUL,13
ÖZEL DİYARBAKIR FİNAL FEN LİSESİ,DİYARBAKIR,13
AFYON LİSESİ,AFYONKARAHİSAR,13
ÖZEL KONYA ŞEHİR ANADOLU LİSESİ,KONYA,13
KAYSERİ ANADOLU İMAM HATİP LİSESİ,KAYSERİ,13
ISPARTA ANADOLU LİSESİ,ISPARTA,13
GÖKSUN FEN LİSESİ,KAHRAMANMARAŞ,13
TÜRKAN HALİT AYKILIÇ FEN LİSESİ,ŞANLIURFA,13
15 TEMMUZ ŞEHİTLER ANADOLU LİSESİ,TOKAT,13
İSMET AYŞE BEHZATOĞLU ANADOLU LİSESİ,HATAY,13
ÖZEL ÜÇLER ANADOLU LİSESİ,ANKARA,13
ÖZEL ÖZLÜCE TAN ANADOLU LİSESİ,BURSA,13
HAVZA FEN LİSESİ,SAMSUN,13
ŞEHİT KEMAL TOSUN ANADOLU İMAM HATİP LİSESİ,NİĞDE,13
TOKİ KÖPRÜLÜ ANADOLU LİSESİ,ADANA,13
ÜSKÜDAR AHMET KELEŞOĞLU ANADOLU LİSESİ,İSTANBUL,14
GAZİANTEP LİSESİ,GAZİANTEP,14
ERZURUM ANADOLU LİSESİ,ERZURUM,14
RECEP TAYYİP ERDOĞAN ANADOLU İMAM HATİP LİSESİ,BURDUR,14
ÖZEL SAMSUN BOĞAZİÇİ FEN LİSESİ,SAMSUN,14
ÖZEL SAMANDAĞ EKİN ANADOLU LİSESİ,HATAY,14
SİNOP SARI SALTUK ANADOLU LİSESİ,SİNOP,14
ULUSLARARASI KAPTAN AHMET ERDOĞAN ANADOLU İMAM HATİP LİSESİ,İSTANBUL,14
FMV ÖZEL AYAZAĞA IŞIK LİSESİ,İSTANBUL,14
GÖRELE NİHAT GÜREL FEN LİSESİ,GİRESUN,14
ŞEHİT VELİT BEKDAŞ ANADOLU LİSESİ,ANKARA,14
DÜNDAR ÇİLOĞLU ANADOLU LİSESİ,MANİSA,14
TORBALI SEMA KARHAN ANADOLU LİSESİ,İZMİR,14
ÖZEL BURSA EĞİTİM KALESİ ANADOLU LİSESİ,BURSA,14
ELAZIĞ LİSESİ,ELAZIĞ,14
ŞİŞLİ ANADOLU LİSESİ,İSTANBUL,14
ÖZEL YENİMAHALLE SINAV ANADOLU LİSESİ,ANKARA,14
