Median_Success_Rate,High School,Total_Instances,Success_Ranks,Corrected_Success_Ranks
17651.444444444445,ŞEHİT İLHAN VARANK FEN LİSESİ (İSTANBUL - MALTEPE),36,"[3.294, 4.344, 5.145, 5.361, 6.639, 8.071, 8.262, 10.901, 11.277, 11.7, 12.236, 12.286, 13.255, 13.547, 13.564, 13.973, 15.038, 15.66, 16.409, 17.132, 17.31, 18.6, 18.907, 20.419, 22.037, 23.583, 26.106, 27.165, 27.815, 27.956, 28.342, 29.261, 31.102, 31.493, 33.408, 33.854]","[3294.0, 4344.0, 5145.0, 5361.0, 6639.0, 8071.0, 8262.0, 10901.0, 11277.0, 11700.0, 12236.0, 12286.0, 13255.0, 13547.0, 13564.0, 13973.0, 15038.0, 15660.0, 16409.0, 17132.0, 17310.0, 18600.0, 18907.0, 20419.0, 22037.0, 23583.0, 26106.0, 27165.0, 27815.0, 27956.0, 28342.0, 29261.0, 31102.0, 31493.0, 33408.0, 33854.0]"
17652.0,HOCA AHMET YESEVİ ANADOLU İMAM HATİP LİSESİ (KAHRAMANMARAŞ - DULKADİROĞLU),2,"[14.136, 21.168]","[14136.0, 21168.0]"
17655.8,ÖZEL ERDEM FEN LİSESİ (GAZİANTEP - ŞAHİNBEY),10,"[3.659, 5.199, 7.32, 9.937, 16.846, 18.767, 22.575, 27.311, 32.228, 32.716]","[3659.0, 5199.0, 7320.0, 9937.0, 16846.0, 18767.0, 22575.0, 27311.0, 32228.0, 32716.0]"
17662.666666666668,ÖZEL ALFA GRUP ANADOLU LİSESİ (ANKARA - ETİMESGUT),3,"[2.408, 20.156, 30.424]","[2408.0, 20156.0, 30424.0]"
17668.5,ÖZEL AKŞEHİR FİNAL FEN LİSESİ (KONYA - AKŞEHİR),2,"[13.176, 22.161]","[13176.0, 22161.0]"
17679.14285714286,NİKSAR PROF. DR. MUSTAFA EROL TURAÇLI FEN LİSESİ (TOKAT - NİKSAR),7,"[1.935, 5.29, 11.535, 11.733, 23.517, 31.544, 38.2]","[1935.0, 5290.0, 11535.0, 11733.0, 23517.0, 31544.0, 38200.0]"
17685.166666666668,BOR ŞEHİT RAMAZAN KONUŞ FEN LİSESİ (NİĞDE - BOR),30,"[1.603, 1.804, 4.099, 5.145, 5.199, 9.627, 10.165, 10.795, 11.519, 13.25, 13.255, 14.089, 14.61, 15.66, 15.819, 18.118, 18.662, 19.498, 22.161, 23.272, 23.323, 25.78, 25.811, 26.18, 27.034, 28.1, 28.342, 29.182, 33.565, 34.888]","[1603.0, 1804.0, 4099.0, 5145.0, 5199.0, 9627.0, 10165.0, 10795.0, 11519.0, 13250.0, 13255.0, 14089.0, 14610.0, 15660.0, 15819.0, 18118.0, 18662.0, 19498.0, 22161.0, 23272.0, 23323.0, 25780.0, 25811.0, 26180.0, 27034.0, 28100.0, 28342.0, 29182.0, 33565.0, 34888.0]"
17686.0,ÖZEL OSMANİYE İSTEK FEN LİSESİ (OSMANİYE - MERKEZ),5,"[9.627, 15.033, 17.824, 18.131, 27.815]","[9627.0, 15033.0, 17824.0, 18131.0, 27815.0]"
17692.85714285714,ÖZEL NAKKAŞTEPE BAHÇEŞEHİR KOLEJİ 50. YIL ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),7,"[1.311, 3.294, 11.733, 18.6, 27.165, 27.815, 33.932]","[1311.0, 3294.0, 11733.0, 18600.0, 27165.0, 27815.0, 33932.0]"
17699.816326530614,VEFA LİSESİ (İSTANBUL - FATİH),49,"[1.008, 1.348, 1.858, 3.294, 3.658, 3.689, 3.771, 5.145, 5.361, 5.947, 6.228, 6.639, 6.762, 7.43, 8.262, 8.932, 10.165, 11.277, 12.286, 13.125, 13.176, 14.089, 14.565, 15.094, 16.394, 16.552, 18.453, 18.6, 19.963, 20.43, 22.192, 22.581, 23.457, 23.884, 24.51, 27.165, 27.815, 28.342, 28.376, 29.049, 30.608, 31.383, 33.932, 34.116, 35.831, 36.067, 37.002, 38.2, 39.28]","[1008.0, 1348.0, 1858.0, 3294.0, 3658.0, 3689.0, 3771.0, 5145.0, 5361.0, 5947.0, 6228.0, 6639.0, 6762.0, 7430.0, 8262.0, 8932.0, 10165.0, 11277.0, 12286.0, 13125.0, 13176.0, 14089.0, 14565.0, 15094.0, 16394.0, 16552.0, 18453.0, 18600.0, 19963.0, 20430.0, 22192.0, 22581.0, 23457.0, 23884.0, 24510.0, 27165.0, 27815.0, 28342.0, 28376.0, 29049.0, 30608.0, 31383.0, 33932.0, 34116.0, 35831.0, 36067.0, 37002.0, 38200.0, 39280.0]"
17749.333333333332,ÖZEL FORM KAMPÜS FEN LİSESİ (KONYA - SELÇUKLU),18,"[1.935, 2.053, 3.771, 5.145, 5.29, 6.205, 13.25, 13.45, 18.907, 20.33, 22.161, 23.323, 25.361, 27.034, 27.413, 30.795, 35.496, 37.569]","[1935.0, 2053.0, 3771.0, 5145.0, 5290.0, 6205.0, 13250.0, 13450.0, 18907.0, 20330.0, 22161.0, 23323.0, 25361.0, 27034.0, 27413.0, 30795.0, 35496.0, 37569.0]"
17750.98,15 TEMMUZ ŞEHİTLER FEN LİSESİ (SAKARYA - SERDİVAN),50,"[1.763, 2.053, 2.086, 3.294, 4.344, 4.91, 5.199, 5.725, 6.31, 6.639, 8.201, 9.162, 9.589, 9.627, 9.716, 11.733, 12.342, 13.176, 13.324, 13.45, 14.988, 15.007, 15.038, 16.371, 16.409, 17.071, 17.383, 18.907, 19.498, 20.06, 20.156, 20.419, 21.103, 22.314, 22.581, 23.884, 24.752, 25.811, 26.106, 27.586, 28.376, 29.182, 30.671, 31.085, 32.334, 33.097, 34.281, 35.831, 36.548, 38.057]","[1763.0, 2053.0, 2086.0, 3294.0, 4344.0, 4910.0, 5199.0, 5725.0, 6310.0, 6639.0, 8201.0, 9162.0, 9589.0, 9627.0, 9716.0, 11733.0, 12342.0, 13176.0, 13324.0, 13450.0, 14988.0, 15007.0, 15038.0, 16370.999999999998, 16409.0, 17071.0, 17383.0, 18907.0, 19498.0, 20060.0, 20156.0, 20419.0, 21103.0, 22314.0, 22581.0, 23884.0, 24752.0, 25811.0, 26106.0, 27586.0, 28376.0, 29182.0, 30671.0, 31085.0, 32334.000000000004, 33097.0, 34281.0, 35831.0, 36548.0, 38057.0]"
17757.392156862745,ÖZKENT AKBİLEK FEN LİSESİ (ANKARA - ETİMESGUT),51,"[945.0, 1.603, 1.676, 1.858, 2.408, 3.577, 3.659, 4.377, 5.199, 5.29, 5.725, 5.787, 6.31, 7.571, 8.201, 8.58, 9.61, 9.716, 11.535, 14.089, 15.007, 15.038, 15.66, 15.819, 16.052, 18.131, 19.32, 19.498, 20.156, 21.103, 21.168, 22.161, 22.233, 23.451, 23.646, 23.783, 26.383, 26.897, 27.516, 27.586, 28.342, 28.704, 30.424, 30.608, 30.795, 34.163, 34.2, 35.36, 37.31, 37.839, 39.558]","[945.0, 1603.0, 1676.0, 1858.0, 2408.0, 3577.0, 3659.0, 4377.0, 5199.0, 5290.0, 5725.0, 5787.0, 6310.0, 7571.0, 8201.0, 8580.0, 9610.0, 9716.0, 11535.0, 14089.0, 15007.0, 15038.0, 15660.0, 15819.0, 16052.0, 18131.0, 19320.0, 19498.0, 20156.0, 21103.0, 21168.0, 22161.0, 22233.0, 23451.0, 23646.0, 23783.0, 26383.0, 26897.0, 27516.0, 27586.0, 28342.0, 28704.0, 30424.0, 30608.0, 30795.0, 34163.0, 34200.0, 35360.0, 37310.0, 37839.0, 39558.0]"
17767.6,ÖZEL YENİ ORTADOĞU FEN LİSESİ (DİYARBAKIR - KAYAPINAR),25,"[1.288, 2.388, 2.392, 3.294, 3.356, 3.689, 5.29, 7.32, 8.58, 13.564, 16.761, 17.273, 17.828, 19.077, 22.842, 23.284, 23.646, 26.897, 27.815, 27.909, 29.19, 31.66, 34.531, 36.073, 38.243]","[1288.0, 2388.0, 2392.0, 3294.0, 3356.0, 3689.0, 5290.0, 7320.0, 8580.0, 13564.0, 16761.0, 17273.0, 17828.0, 19077.0, 22842.0, 23284.0, 23646.0, 26897.0, 27815.0, 27909.0, 29190.0, 31660.0, 34531.0, 36073.0, 38243.0]"
17769.0,ÖZEL ESKİŞEHİR BAŞARI ANADOLU LİSESİ (ESKİŞEHİR - ODUNPAZARI),4,"[5.29, 12.683, 20.538, 32.565]","[5290.0, 12683.0, 20538.0, 32564.999999999996]"
17781.5,MELİKGAZİ NECDET TAŞ ANADOLU LİSESİ (KAYSERİ - MELİKGAZİ),2,"[14.136, 21.427]","[14136.0, 21427.0]"
17788.6,ÖZEL FİNAL FEN LİSESİ (DENİZLİ - MERKEZEFENDİ),5,"[1.348, 5.145, 22.085, 29.182, 31.183]","[1348.0, 5145.0, 22085.0, 29182.0, 31183.0]"
17793.777777777777,YAHYA TURAN FEN LİSESİ (HATAY - REYHANLI),9,"[3.577, 11.277, 12.683, 17.824, 20.538, 21.103, 22.314, 23.517, 27.311]","[3577.0, 11277.0, 12683.0, 17824.0, 20538.0, 21103.0, 22314.0, 23517.0, 27311.0]"
17803.15,KARABÜK MEHMET VERGİLİ FEN LİSESİ (KARABÜK - MERKEZ),40,"[945.0, 1.288, 1.858, 2.792, 4.344, 5.947, 6.762, 7.571, 7.721, 8.201, 9.716, 11.277, 11.535, 11.733, 13.176, 13.485, 14.089, 14.136, 15.038, 17.071, 17.273, 18.662, 18.907, 20.156, 23.451, 23.646, 24.13, 26.18, 26.383, 26.792, 26.897, 27.427, 28.342, 30.424, 30.469, 30.671, 30.795, 30.913, 35.652, 36.271]","[945.0, 1288.0, 1858.0, 2792.0, 4344.0, 5947.0, 6762.0, 7571.0, 7721.0, 8201.0, 9716.0, 11277.0, 11535.0, 11733.0, 13176.0, 13485.0, 14089.0, 14136.0, 15038.0, 17071.0, 17273.0, 18662.0, 18907.0, 20156.0, 23451.0, 23646.0, 24130.0, 26180.0, 26383.0, 26792.0, 26897.0, 27427.0, 28342.0, 30424.0, 30469.0, 30671.0, 30795.0, 30913.0, 35652.0, 36271.0]"
17804.25,ÖZEL EREĞLİ SİMYA FEN LİSESİ (KONYA - EREĞLİ),8,"[1.935, 2.474, 13.176, 13.25, 25.361, 27.427, 28.342, 30.469]","[1935.0, 2474.0, 13176.0, 13250.0, 25361.0, 27427.0, 28342.0, 30469.0]"
17814.666666666668,GÜZELBAHÇE 60.YIL ANADOLU LİSESİ (İZMİR - GÜZELBAHÇE),18,"[1.603, 2.408, 7.296, 7.31, 7.32, 9.589, 9.627, 10.795, 12.683, 14.398, 16.052, 17.828, 20.33, 34.888, 35.496, 37.002, 37.839, 38.2]","[1603.0, 2408.0, 7296.0, 7310.0, 7320.0, 9589.0, 9627.0, 10795.0, 12683.0, 14398.0, 16052.0, 17828.0, 20330.0, 34888.0, 35496.0, 37002.0, 37839.0, 38200.0]"
17824.0,KEPEZ ŞEHİT CELAL ÖZCAN ANADOLU LİSESİ (ANTALYA - KEPEZ),1,[17.824],[17824.0]
17824.0,ÖZEL AKDENİZ RÜZGAR ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,[17.824],[17824.0]
17824.0,ÖZEL GAYE ANADOLU LİSESİ (MERSİN - ERDEMLİ),1,[17.824],[17824.0]
17824.0,MANİSA CUMHURİYET ANADOLU LİSESİ (MANİSA - YUNUSEMRE),1,[17.824],[17824.0]
17824.0,ÖZEL BAŞKENT ÖRNEK FEN LİSESİ (ANKARA - KEÇİÖREN),1,[17.824],[17824.0]
17824.0,ÖZEL ANTALYA VİZYON KOLEJİ ANADOLU LİSESİ (ANTALYA - MURATPAŞA),1,[17.824],[17824.0]
17824.0,CİHANBEYLİ KIZ ANADOLU İMAM HATİP LİSESİ (KONYA - CİHANBEYLİ),1,[17.824],[17824.0]
17825.62962962963,ODTÜ GELİŞTİRME VAKFI ÖZEL LİSESİ (ANKARA - ÇANKAYA),27,"[945.0, 1.242, 1.858, 1.935, 4.377, 4.84, 5.199, 7.43, 7.769, 10.925, 13.255, 13.45, 13.564, 15.66, 16.052, 17.018, 22.581, 23.914, 26.829, 27.75, 31.866, 32.228, 32.334, 35.574, 35.652, 37.839, 39.206]","[945.0, 1242.0, 1858.0, 1935.0, 4377.0, 4840.0, 5199.0, 7430.0, 7769.0, 10925.0, 13255.0, 13450.0, 13564.0, 15660.0, 16052.0, 17018.0, 22581.0, 23914.0, 26829.0, 27750.0, 31866.0, 32228.0, 32334.000000000004, 35574.0, 35652.0, 37839.0, 39206.0]"
17828.0,DURSUNBEY MUSTAFA KORKMAZ ANADOLU LİSESİ (BALIKESİR - DURSUNBEY),1,[17.828],[17828.0]
17828.0,ÖZEL İZMİR DOĞANLAR AKADEMİ KOLEJİ ANADOLU LİSESİ (İZMİR - BORNOVA),1,[17.828],[17828.0]
17828.0,ÖZEL FETHİYE BAHÇEŞEHİR ANADOLU LİSESİ (MUĞLA - FETHİYE),1,[17.828],[17828.0]
17828.0,ÖZEL GAZİANTEP KARİYER BİLGİ ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),1,[17.828],[17828.0]
17828.0,ÖZEL DÜZİÇİ SİMYA FEN LİSESİ (OSMANİYE - DÜZİÇİ),1,[17.828],[17828.0]
17828.0,ÖZEL ÇORLU NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ (TEKİRDAĞ - ÇORLU),1,[17.828],[17828.0]
17828.0,ÖZEL GEBZE NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ (KOCAELİ - GEBZE),1,[17.828],[17828.0]
17828.0,AHMET ALPER DİNÇER ANADOLU LİSESİ (ANKARA - GÖLBAŞI),1,[17.828],[17828.0]
17829.222222222223,TED HATAY KOLEJİ ÖZEL ANADOLU LİSESİ (HATAY - DEFNE),9,"[10.484, 10.612, 12.286, 13.746, 19.442, 19.538, 22.581, 23.583, 28.191]","[10484.0, 10612.0, 12286.0, 13746.0, 19442.0, 19538.0, 22581.0, 23583.0, 28191.0]"
17847.555555555555,YÜCEL BORU FEN LİSESİ (KOCAELİ - GEBZE),45,"[1.288, 1.676, 2.388, 3.658, 3.689, 3.771, 4.91, 5.145, 7.43, 8.071, 8.58, 9.627, 11.277, 12.342, 12.683, 13.125, 13.176, 14.089, 16.371, 16.715, 18.127, 18.6, 18.907, 19.498, 20.037, 20.06, 21.103, 22.314, 22.581, 23.451, 23.783, 23.884, 25.811, 26.044, 26.106, 26.161, 26.805, 28.414, 29.049, 29.446, 29.719, 30.608, 31.383, 32.995, 38.243]","[1288.0, 1676.0, 2388.0, 3658.0, 3689.0, 3771.0, 4910.0, 5145.0, 7430.0, 8071.0, 8580.0, 9627.0, 11277.0, 12342.0, 12683.0, 13125.0, 13176.0, 14089.0, 16370.999999999998, 16715.0, 18127.0, 18600.0, 18907.0, 19498.0, 20037.0, 20060.0, 21103.0, 22314.0, 22581.0, 23451.0, 23783.0, 23884.0, 25811.0, 26044.0, 26106.0, 26161.0, 26805.0, 28414.0, 29049.0, 29446.0, 29719.0, 30608.0, 31383.0, 32995.0, 38243.0]"
17858.85714285714,EDİRNE SÜLEYMAN DEMİREL FEN LİSESİ (EDİRNE - MERKEZ),28,"[386.0, 1.311, 3.658, 5.145, 6.31, 6.639, 9.627, 12.463, 12.683, 13.324, 13.45, 15.66, 16.552, 16.715, 17.018, 17.942, 18.6, 20.037, 22.314, 24.589, 25.654, 27.595, 28.342, 29.049, 31.45, 32.688, 32.79, 38.057]","[386.0, 1311.0, 3658.0, 5145.0, 6310.0, 6639.0, 9627.0, 12463.0, 12683.0, 13324.0, 13450.0, 15660.0, 16552.0, 16715.0, 17018.0, 17942.0, 18600.0, 20037.0, 22314.0, 24589.0, 25654.0, 27595.0, 28342.0, 29049.0, 31450.0, 32688.000000000004, 32790.0, 38057.0]"
17869.8,ATATÜRK ÜNİVERSİTESİ SÜHEYLA SITKI ALP ÖZEL FEN LİSESİ (ERZURUM - YAKUTİYE),5,"[4.377, 6.639, 18.719, 23.783, 35.831]","[4377.0, 6639.0, 18719.0, 23783.0, 35831.0]"
17871.55319148936,PROF.DR.İLHAN KILIÇÖZLÜ FEN LİSESİ (KIRŞEHİR - MERKEZ),47,"[452.0, 2.408, 2.826, 2.887, 3.577, 3.659, 4.91, 5.199, 5.29, 7.32, 7.571, 8.201, 8.956, 9.61, 9.627, 9.716, 10.901, 11.535, 13.25, 13.255, 14.089, 14.136, 14.61, 15.66, 17.071, 17.828, 18.118, 19.32, 21.427, 23.323, 23.451, 23.583, 23.914, 24.094, 26.18, 26.345, 27.034, 28.704, 31.449, 32.565, 34.116, 34.888, 35.831, 36.548, 36.937, 38.2, 39.392]","[452.0, 2408.0, 2826.0, 2887.0, 3577.0, 3659.0, 4910.0, 5199.0, 5290.0, 7320.0, 7571.0, 8201.0, 8956.0, 9610.0, 9627.0, 9716.0, 10901.0, 11535.0, 13250.0, 13255.0, 14089.0, 14136.0, 14610.0, 15660.0, 17071.0, 17828.0, 18118.0, 19320.0, 21427.0, 23323.0, 23451.0, 23583.0, 23914.0, 24094.0, 26180.0, 26345.0, 27034.0, 28704.0, 31449.0, 32564.999999999996, 34116.0, 34888.0, 35831.0, 36548.0, 36937.0, 38200.0, 39392.0]"
17893.434782608696,KIRIKKALE FEN LİSESİ (KIRIKKALE - MERKEZ),46,"[363.0, 452.0, 945.0, 2.086, 2.826, 3.577, 3.659, 5.787, 6.066, 6.762, 7.571, 7.583, 9.589, 9.627, 11.277, 11.535, 13.176, 14.136, 16.089, 16.761, 17.824, 18.118, 18.662, 18.907, 19.32, 20.962, 21.427, 22.161, 22.581, 23.094, 23.272, 23.323, 24.13, 25.654, 25.78, 26.18, 27.034, 27.516, 28.414, 29.182, 29.446, 31.544, 34.163, 36.937, 38.208, 39.392]","[363.0, 452.0, 945.0, 2086.0, 2826.0, 3577.0, 3659.0, 5787.0, 6066.0, 6762.0, 7571.0, 7583.0, 9589.0, 9627.0, 11277.0, 11535.0, 13176.0, 14136.0, 16088.999999999998, 16761.0, 17824.0, 18118.0, 18662.0, 18907.0, 19320.0, 20962.0, 21427.0, 22161.0, 22581.0, 23094.0, 23272.0, 23323.0, 24130.0, 25654.0, 25780.0, 26180.0, 27034.0, 27516.0, 28414.0, 29182.0, 29446.0, 31544.0, 34163.0, 36937.0, 38208.0, 39392.0]"
17899.184615384616,ŞEHİT MÜNİR ALKAN FEN LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),65,"[1.008, 1.311, 1.348, 2.963, 3.294, 3.356, 3.658, 3.689, 3.771, 5.29, 5.361, 5.725, 5.947, 6.545, 7.32, 7.43, 8.58, 10.165, 11.277, 11.324, 12.342, 13.176, 13.45, 13.487, 13.547, 14.089, 14.136, 14.398, 14.749, 15.038, 16.371, 16.761, 17.828, 18.6, 18.69, 19.538, 19.963, 20.037, 20.06, 20.419, 21.23, 23.389, 23.783, 23.884, 24.264, 24.589, 26.044, 27.586, 27.595, 27.815, 27.956, 28.376, 29.049, 29.182, 29.256, 30.038, 30.322, 31.102, 31.383, 31.544, 33.408, 34.116, 34.627, 37.31, 39.558]","[1008.0, 1311.0, 1348.0, 2963.0, 3294.0, 3356.0, 3658.0, 3689.0, 3771.0, 5290.0, 5361.0, 5725.0, 5947.0, 6545.0, 7320.0, 7430.0, 8580.0, 10165.0, 11277.0, 11324.0, 12342.0, 13176.0, 13450.0, 13487.0, 13547.0, 14089.0, 14136.0, 14398.0, 14749.0, 15038.0, 16370.999999999998, 16761.0, 17828.0, 18600.0, 18690.0, 19538.0, 19963.0, 20037.0, 20060.0, 20419.0, 21230.0, 23389.0, 23783.0, 23884.0, 24264.0, 24589.0, 26044.0, 27586.0, 27595.0, 27815.0, 27956.0, 28376.0, 29049.0, 29182.0, 29256.0, 30038.0, 30322.0, 31102.0, 31383.0, 31544.0, 33408.0, 34116.0, 34627.0, 37310.0, 39558.0]"
17899.5,YUSUF KEMALETTİN PERİN FEN LİSESİ (İZMİR - BERGAMA),22,"[2.474, 5.29, 5.361, 7.32, 8.58, 10.795, 11.535, 12.683, 15.038, 17.018, 17.273, 17.383, 17.828, 18.246, 20.419, 23.272, 23.389, 24.094, 26.18, 32.946, 38.057, 38.608]","[2474.0, 5290.0, 5361.0, 7320.0, 8580.0, 10795.0, 11535.0, 12683.0, 15038.0, 17018.0, 17273.0, 17383.0, 17828.0, 18246.0, 20419.0, 23272.0, 23389.0, 24094.0, 26180.0, 32946.0, 38057.0, 38608.0]"
17903.5,ÖZEL TED VAN ANADOLU LİSESİ (VAN - TUŞBA),2,"[7.571, 28.236]","[7571.0, 28236.0]"
17915.58620689655,SELÇUKLU ANADOLU LİSESİ (KONYA - SELÇUKLU),29,"[945.0, 1.348, 2.792, 3.577, 4.686, 5.145, 5.787, 7.43, 7.571, 8.58, 13.25, 15.007, 15.66, 17.273, 19.32, 19.963, 19.973, 20.156, 22.161, 22.192, 25.78, 26.805, 27.034, 31.866, 32.565, 34.285, 35.496, 35.968, 36.937]","[945.0, 1348.0, 2792.0, 3577.0, 4686.0, 5145.0, 5787.0, 7430.0, 7571.0, 8580.0, 13250.0, 15007.0, 15660.0, 17273.0, 19320.0, 19963.0, 19973.0, 20156.0, 22161.0, 22192.0, 25780.0, 26805.0, 27034.0, 31866.0, 32564.999999999996, 34285.0, 35496.0, 35968.0, 36937.0]"
17919.0,ÖZEL ERGANİ UĞUR FEN LİSESİ (DİYARBAKIR - ERGANİ),2,"[16.761, 19.077]","[16761.0, 19077.0]"
17924.166666666668,ŞEHİT OSMAN ARSLAN KIZ ANADOLU İMAM HATİP LİSESİ (ÇORUM - MERKEZ),6,"[7.571, 13.25, 16.371, 19.32, 23.517, 27.516]","[7571.0, 13250.0, 16370.999999999998, 19320.0, 23517.0, 27516.0]"
17930.0,ÖZEL GAZİANTEP BAHÇEŞEHİR KOLEJİ FEN TEKNOLOJİ LİSESİ (GAZİANTEP - ŞAHİNBEY),4,"[10.165, 15.66, 16.846, 29.049]","[10165.0, 15660.0, 16846.0, 29049.0]"
17936.777777777777,LÜLEBURGAZ RAMAZAN YAMAN FEN LİSESİ (KIRKLARELİ - LÜLEBURGAZ),36,"[2.388, 3.294, 4.91, 5.145, 5.29, 5.947, 6.399, 7.32, 7.43, 7.721, 8.262, 9.295, 9.589, 10.165, 12.558, 13.125, 13.177, 15.007, 15.038, 17.383, 18.6, 23.389, 24.094, 24.589, 25.811, 27.165, 27.427, 27.815, 27.829, 29.049, 31.102, 32.995, 34.285, 35.831, 38.057, 38.243]","[2388.0, 3294.0, 4910.0, 5145.0, 5290.0, 5947.0, 6399.0, 7320.0, 7430.0, 7721.0, 8262.0, 9295.0, 9589.0, 10165.0, 12558.0, 13125.0, 13177.0, 15007.0, 15038.0, 17383.0, 18600.0, 23389.0, 24094.0, 24589.0, 25811.0, 27165.0, 27427.0, 27815.0, 27829.0, 29049.0, 31102.0, 32995.0, 34285.0, 35831.0, 38057.0, 38243.0]"
17943.333333333332,ÖZEL SAMSUN DOĞA FEN VE TEKNOLOJİ LİSESİ (SAMSUN - ATAKUM),3,"[13.176, 17.071, 23.583]","[13176.0, 17071.0, 23583.0]"
17949.5,ÖZEL GAZİANTEP GAZİŞEHİR ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),2,"[13.324, 22.575]","[13324.0, 22575.0]"
17953.133333333335,SINAV KOLEJİ ÖZEL ANKARA FEN LİSESİ (ANKARA - ÇANKAYA),15,"[1.242, 1.935, 2.774, 5.361, 6.31, 9.175, 16.052, 19.442, 19.498, 22.287, 27.586, 30.913, 35.496, 35.574, 35.652]","[1242.0, 1935.0, 2774.0, 5361.0, 6310.0, 9175.0, 16052.0, 19442.0, 19498.0, 22287.0, 27586.0, 30913.0, 35496.0, 35574.0, 35652.0]"
17971.581395348836,LÜTFİ EGE ANADOLU LİSESİ (DENİZLİ - MERKEZEFENDİ),43,"[1.603, 3.356, 3.577, 4.099, 4.377, 4.686, 5.29, 6.31, 6.639, 7.32, 8.262, 8.58, 9.589, 9.627, 9.716, 9.745, 13.973, 14.988, 17.018, 17.273, 17.383, 18.333, 20.156, 22.085, 22.161, 23.323, 23.389, 23.457, 24.094, 24.51, 24.752, 27.165, 27.413, 27.829, 28.1, 28.342, 29.065, 29.182, 31.207, 32.334, 32.688, 34.116, 35.666]","[1603.0, 3356.0, 3577.0, 4099.0, 4377.0, 4686.0, 5290.0, 6310.0, 6639.0, 7320.0, 8262.0, 8580.0, 9589.0, 9627.0, 9716.0, 9745.0, 13973.0, 14988.0, 17018.0, 17273.0, 17383.0, 18333.0, 20156.0, 22085.0, 22161.0, 23323.0, 23389.0, 23457.0, 24094.0, 24510.0, 24752.0, 27165.0, 27413.0, 27829.0, 28100.0, 28342.0, 29065.0, 29182.0, 31207.0, 32334.000000000004, 32688.000000000004, 34116.0, 35666.0]"
17989.9,M.EMİN SARAÇ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - BAŞAKŞEHİR),30,"[1.348, 2.053, 3.294, 3.658, 4.686, 7.43, 9.025, 9.589, 10.484, 11.324, 11.733, 12.336, 12.531, 13.125, 16.371, 16.409, 18.907, 19.963, 23.272, 23.884, 26.345, 26.792, 27.516, 27.956, 28.1, 31.102, 33.854, 34.219, 35.079, 37.312]","[1348.0, 2053.0, 3294.0, 3658.0, 4686.0, 7430.0, 9025.0, 9589.0, 10484.0, 11324.0, 11733.0, 12336.0, 12531.0, 13125.0, 16370.999999999998, 16409.0, 18907.0, 19963.0, 23272.0, 23884.0, 26345.0, 26792.0, 27516.0, 27956.0, 28100.0, 31102.0, 33854.0, 34219.0, 35079.0, 37312.0]"
17992.625,ÖZEL BOĞAZİÇİ ŞEHİR FEN LİSESİ (KÜTAHYA - MERKEZ),8,"[286.0, 5.29, 6.639, 17.824, 18.6, 23.389, 32.79, 39.123]","[286.0, 5290.0, 6639.0, 17824.0, 18600.0, 23389.0, 32790.0, 39123.0]"
18003.333333333332,ÖZEL PEREN FEN LİSESİ (KONYA - MERAM),3,"[1.935, 12.683, 39.392]","[1935.0, 12683.0, 39392.0]"
18007.285714285714,İSTEK ÖZEL ATANUR OĞUZ FEN LİSESİ (İSTANBUL - BEŞİKTAŞ),7,"[3.658, 3.689, 6.639, 23.352, 27.337, 29.883, 31.493]","[3658.0, 3689.0, 6639.0, 23352.0, 27337.0, 29883.0, 31493.0]"
18050.5,H. SEBİHA ÖZLEK ANADOLU LİSESİ (ŞANLIURFA - HALİLİYE),2,"[9.627, 26.474]","[9627.0, 26474.0]"
18064.666666666668,ÖZEL DİYARBAKIR MAYA FEN LİSESİ (DİYARBAKIR - KAYAPINAR),3,"[7.31, 16.846, 30.038]","[7310.0, 16846.0, 30038.0]"
18072.76923076923,KARACABEY ULVİYE MATLI FEN LİSESİ (BURSA - KARACABEY),13,"[1.858, 2.792, 3.689, 8.932, 9.61, 14.988, 19.963, 23.36, 23.389, 27.595, 30.722, 33.932, 34.116]","[1858.0, 2792.0, 3689.0, 8932.0, 9610.0, 14988.0, 19963.0, 23360.0, 23389.0, 27595.0, 30722.0, 33932.0, 34116.0]"
18084.0,ÖZEL AR EV FEN LİSESİ (İSTANBUL - BEYLİKDÜZÜ),3,"[12.201, 18.6, 23.451]","[12201.0, 18600.0, 23451.0]"
