Median_Success_Rate,High School,Total_Instances,Success_Ranks,Corrected_Success_Ranks
20830.25,TOBB FERDİ YİĞİT ANADOLU İMAM HATİP LİSESİ (DİYARBAKIR - BAĞLAR),4,"[8.58, 19.077, 26.474, 29.19]","[8580.0, 19077.0, 26474.0, 29190.0]"
20833.090909090908,BİSMİL FEN LİSESİ (DİYARBAKIR - BİSMİL),11,"[2.826, 5.29, 7.32, 18.662, 19.077, 23.448, 26.474, 27.909, 29.704, 31.66, 36.794]","[2826.0, 5290.0, 7320.0, 18662.0, 19077.0, 23448.0, 26474.0, 27909.0, 29704.0, 31660.0, 36794.0]"
20842.0,DARICA ÜLKÜN YALÇIN ANADOLU LİSESİ (KOCAELİ - DARICA),5,"[8.071, 16.089, 20.962, 29.261, 29.827]","[8071.0, 16088.999999999998, 20962.0, 29261.0, 29827.0]"
20848.444444444445,ÖZEL HÜRRİYET FEN LİSESİ (VAN - EDREMİT),9,"[1.935, 9.627, 15.038, 17.31, 23.323, 23.448, 26.345, 31.102, 39.508]","[1935.0, 9627.0, 15038.0, 17310.0, 23323.0, 23448.0, 26345.0, 31102.0, 39508.0]"
20849.541666666668,FATİH ANADOLU LİSESİ (MANİSA - YUNUSEMRE),24,"[3.771, 5.145, 5.29, 5.725, 10.321, 10.795, 15.007, 15.038, 17.828, 20.037, 20.33, 21.103, 22.161, 22.575, 24.094, 27.427, 28.342, 29.049, 30.796, 31.183, 31.544, 33.211, 34.2, 35.417]","[3771.0, 5145.0, 5290.0, 5725.0, 10321.0, 10795.0, 15007.0, 15038.0, 17828.0, 20037.0, 20330.0, 21103.0, 22161.0, 22575.0, 24094.0, 27427.0, 28342.0, 29049.0, 30796.0, 31183.0, 31544.0, 33211.0, 34200.0, 35417.0]"
20854.333333333332,EYÜPSULTAN ANADOLU LİSESİ (İSTANBUL - EYÜPSULTAN),24,"[5.145, 6.205, 6.762, 12.336, 12.463, 12.558, 14.988, 16.089, 17.132, 17.488, 18.907, 19.963, 20.06, 22.037, 22.581, 23.352, 24.589, 27.956, 28.342, 31.102, 32.565, 32.688, 36.921, 38.275]","[5145.0, 6205.0, 6762.0, 12336.0, 12463.0, 12558.0, 14988.0, 16088.999999999998, 17132.0, 17488.0, 18907.0, 19963.0, 20060.0, 22037.0, 22581.0, 23352.0, 24589.0, 27956.0, 28342.0, 31102.0, 32564.999999999996, 32688.000000000004, 36921.0, 38275.0]"
20859.777777777777,KEREM AYDINLAR FEN LİSESİ (MALATYA - ARAPGİR),9,"[1.348, 12.683, 19.077, 21.168, 25.044, 25.986, 26.345, 26.897, 29.19]","[1348.0, 12683.0, 19077.0, 21168.0, 25044.0, 25986.0, 26345.0, 26897.0, 29190.0]"
20872.333333333332,TED BODRUM KOLEJİ ÖZEL ANADOLU LİSESİ (MUĞLA - BODRUM),3,"[12.286, 22.581, 27.75]","[12286.0, 22581.0, 27750.0]"
20881.666666666668,ÖZEL ÇORLU BAHÇEŞEHİR ANADOLU LİSESİ (TEKİRDAĞ - ÇORLU),3,"[7.583, 20.419, 34.643]","[7583.0, 20419.0, 34643.0]"
20883.375,ADANA KIVANÇ ANADOLU İMAM HATİP LİSESİ (ADANA - SEYHAN),8,"[5.199, 15.033, 17.273, 21.168, 22.581, 25.811, 28.342, 31.66]","[5199.0, 15033.0, 17273.0, 21168.0, 22581.0, 25811.0, 28342.0, 31660.0]"
20887.882352941175,NECMETTİN ERBAKAN ANADOLU İMAM HATİP LİSESİ (KAHRAMANMARAŞ - ONİKİŞUBAT),17,"[8.201, 8.58, 10.795, 11.277, 14.136, 16.846, 18.118, 20.419, 21.168, 22.575, 23.284, 23.457, 26.474, 27.311, 31.102, 32.228, 39.123]","[8201.0, 8580.0, 10795.0, 11277.0, 14136.0, 16846.0, 18118.0, 20419.0, 21168.0, 22575.0, 23284.0, 23457.0, 26474.0, 27311.0, 31102.0, 32228.0, 39123.0]"
20889.758620689656,BURSA ERKEK LİSESİ (BURSA - OSMANGAZİ),29,"[6.066, 7.32, 9.589, 10.321, 10.901, 11.277, 13.176, 13.255, 14.089, 14.398, 15.038, 17.828, 19.22, 19.442, 20.037, 22.581, 23.389, 23.451, 24.461, 24.752, 25.811, 27.413, 27.586, 28.342, 30.722, 33.932, 34.116, 38.243, 39.047]","[6066.0, 7320.0, 9589.0, 10321.0, 10901.0, 11277.0, 13176.0, 13255.0, 14089.0, 14398.0, 15038.0, 17828.0, 19220.0, 19442.0, 20037.0, 22581.0, 23389.0, 23451.0, 24461.0, 24752.0, 25811.0, 27413.0, 27586.0, 28342.0, 30722.0, 33932.0, 34116.0, 38243.0, 39047.0]"
20890.384615384617,MANAVGAT ANADOLU LİSESİ (ANTALYA - MANAVGAT),13,"[3.577, 8.58, 9.627, 13.25, 17.824, 19.973, 21.103, 25.361, 26.383, 27.427, 27.516, 35.288, 35.666]","[3577.0, 8580.0, 9627.0, 13250.0, 17824.0, 19973.0, 21103.0, 25361.0, 26383.0, 27427.0, 27516.0, 35288.0, 35666.0]"
20890.5,ŞEHİT DAVUT KARAÇAM KIZ ANADOLU İMAM HATİP LİSESİ (MUŞ - MERKEZ),2,"[18.333, 23.448]","[18333.0, 23448.0]"
20893.333333333332,MEVLANA ANADOLU LİSESİ (İSTANBUL - GAZİOSMANPAŞA),12,"[5.725, 11.277, 14.988, 15.038, 18.127, 18.464, 23.517, 23.884, 24.963, 25.044, 31.45, 38.243]","[5725.0, 11277.0, 14988.0, 15038.0, 18127.0, 18464.0, 23517.0, 23884.0, 24963.0, 25044.0, 31450.0, 38243.0]"
20903.625,ÖMER DERİNDERE FEN LİSESİ (ÇORUM - OSMANCIK),16,"[1.858, 6.066, 7.32, 11.535, 17.071, 17.132, 20.06, 20.156, 24.51, 26.345, 27.516, 27.956, 29.19, 29.883, 31.544, 36.316]","[1858.0, 6066.0, 7320.0, 11535.0, 17071.0, 17132.0, 20060.0, 20156.0, 24510.0, 26345.0, 27516.0, 27956.0, 29190.0, 29883.0, 31544.0, 36316.0]"
20905.933333333334,SELÇUK ANADOLU LİSESİ (SİVAS - MERKEZ),30,"[5.145, 5.199, 7.32, 7.571, 8.201, 8.58, 9.61, 10.165, 12.683, 13.487, 13.973, 15.66, 17.018, 17.273, 18.118, 21.427, 23.783, 25.811, 26.345, 26.897, 27.427, 28.414, 30.608, 30.913, 31.788, 33.097, 35.496, 37.569, 38.208, 39.392]","[5145.0, 5199.0, 7320.0, 7571.0, 8201.0, 8580.0, 9610.0, 10165.0, 12683.0, 13487.0, 13973.0, 15660.0, 17018.0, 17273.0, 18118.0, 21427.0, 23783.0, 25811.0, 26345.0, 26897.0, 27427.0, 28414.0, 30608.0, 30913.0, 31788.0, 33097.0, 35496.0, 37569.0, 38208.0, 39392.0]"
20910.76923076923,ATAKUM ANADOLU İMAM HATİP LİSESİ (SAMSUN - ATAKUM),26,"[3.294, 3.689, 4.035, 4.344, 11.277, 11.535, 15.819, 16.371, 17.071, 17.31, 17.828, 20.156, 20.245, 21.534, 22.581, 23.517, 26.18, 27.177, 27.427, 27.516, 28.1, 31.544, 33.854, 34.778, 38.2, 38.298]","[3294.0, 3689.0, 4035.0, 4344.0, 11277.0, 11535.0, 15819.0, 16370.999999999998, 17071.0, 17310.0, 17828.0, 20156.0, 20245.0, 21534.0, 22581.0, 23517.0, 26180.0, 27177.0, 27427.0, 27516.0, 28100.0, 31544.0, 33854.0, 34778.0, 38200.0, 38298.0]"
20929.1,ÖZEL ARTI BİLGİ FEN LİSESİ (SAMSUN - CANİK),10,"[945.0, 5.199, 11.535, 16.552, 18.719, 26.897, 27.595, 30.913, 31.544, 39.392]","[945.0, 5199.0, 11535.0, 16552.0, 18719.0, 26897.0, 27595.0, 30913.0, 31544.0, 39392.0]"
20930.333333333332,ULUSLARARASI PENDİK KIZ ANADOLU İMAM HATİP LİSESİ (İSTANBUL - PENDİK),6,"[3.294, 17.828, 18.907, 23.323, 28.376, 33.854]","[3294.0, 17828.0, 18907.0, 23323.0, 28376.0, 33854.0]"
20935.4,BELEDİYE FEN LİSESİ (MUĞLA - FETHİYE),35,"[1.288, 1.734, 2.392, 5.29, 6.399, 8.917, 9.627, 12.683, 13.564, 14.988, 15.007, 17.273, 17.824, 18.333, 19.442, 20.419, 22.161, 22.233, 22.581, 24.094, 24.752, 25.654, 25.678, 25.78, 26.18, 27.595, 28.342, 28.376, 31.102, 31.183, 34.285, 34.778, 35.666, 37.839, 39.28]","[1288.0, 1734.0, 2392.0, 5290.0, 6399.0, 8917.0, 9627.0, 12683.0, 13564.0, 14988.0, 15007.0, 17273.0, 17824.0, 18333.0, 19442.0, 20419.0, 22161.0, 22233.0, 22581.0, 24094.0, 24752.0, 25654.0, 25678.0, 25780.0, 26180.0, 27595.0, 28342.0, 28376.0, 31102.0, 31183.0, 34285.0, 34778.0, 35666.0, 37839.0, 39280.0]"
20936.2,ÖZEL KONAKLAR CİHANGİR FEN LİSESİ (KAYSERİ - MELİKGAZİ),5,"[1.242, 12.342, 14.136, 37.569, 39.392]","[1242.0, 12342.0, 14136.0, 37569.0, 39392.0]"
20942.9,ÖZEL İHLAS FEN LİSESİ (İSTANBUL - BAHÇELİEVLER),10,"[8.071, 11.277, 14.203, 18.6, 21.156, 23.884, 26.044, 27.815, 29.049, 29.33]","[8071.0, 11277.0, 14203.0, 18600.0, 21156.0, 23884.0, 26044.0, 27815.0, 29049.0, 29330.0]"
20945.0,ÖZEL GAZİ KOLEJİ ANADOLU LİSESİ (GAZİANTEP - ŞAHİNBEY),2,"[16.846, 25.044]","[16846.0, 25044.0]"
20962.0,ALBAY C. TAYYAR-NURAN OĞUZ ANADOLU LİSESİ (BALIKESİR - KARESİ),1,[20.962],[20962.0]
20962.0,ÖZEL TURUNCU ANADOLU LİSESİ (İZMİR - TORBALI),1,[20.962],[20962.0]
20965.5,ÖZEL SEVGİ ANADOLU LİSESİ (ANKARA - GÖLBAŞI),4,"[5.145, 6.128, 35.652, 36.937]","[5145.0, 6128.0, 35652.0, 36937.0]"
20969.166666666668,MERİNOS ALİ ERDEMOĞLU FEN LİSESİ (ADIYAMAN - BESNİ),18,"[1.008, 1.311, 10.612, 14.136, 14.61, 15.033, 16.846, 17.273, 19.077, 21.168, 21.427, 23.284, 26.382, 26.897, 36.077, 36.794, 37.31, 38.2]","[1008.0, 1311.0, 10612.0, 14136.0, 14610.0, 15033.0, 16846.0, 17273.0, 19077.0, 21168.0, 21427.0, 23284.0, 26382.0, 26897.0, 36077.0, 36794.0, 37310.0, 38200.0]"
20973.333333333332,KİLİS ANADOLU LİSESİ (KİLİS - MERKEZ),3,"[4.377, 22.575, 35.968]","[4377.0, 22575.0, 35968.0]"
20974.279069767443,SELİM NEVZAT ŞAHİN ANADOLU LİSESİ (HATAY - DEFNE),43,"[1.242, 1.603, 2.053, 2.826, 7.32, 8.201, 8.58, 9.162, 9.287, 9.627, 10.612, 12.683, 14.61, 14.988, 15.038, 16.19, 17.273, 17.942, 18.333, 19.077, 22.085, 22.161, 22.575, 22.581, 23.389, 23.914, 25.722, 26.429, 27.311, 28.1, 29.333, 29.446, 30.038, 31.66, 32.228, 33.565, 34.116, 34.778, 35.666, 36.077, 37.839, 38.057, 38.177]","[1242.0, 1603.0, 2053.0, 2826.0, 7320.0, 8201.0, 8580.0, 9162.0, 9287.0, 9627.0, 10612.0, 12683.0, 14610.0, 14988.0, 15038.0, 16190.000000000002, 17273.0, 17942.0, 18333.0, 19077.0, 22085.0, 22161.0, 22575.0, 22581.0, 23389.0, 23914.0, 25722.0, 26429.0, 27311.0, 28100.0, 29333.0, 29446.0, 30038.0, 31660.0, 32228.0, 33565.0, 34116.0, 34778.0, 35666.0, 36077.0, 37839.0, 38057.0, 38177.0]"
20975.533333333333,GÜNEYSU ŞEHİT KEMAL MUTLU FEN LİSESİ (RİZE - GÜNEYSU),15,"[1.242, 7.571, 11.535, 13.176, 13.973, 17.273, 18.127, 20.156, 24.963, 25.811, 26.897, 29.182, 29.333, 36.271, 39.123]","[1242.0, 7571.0, 11535.0, 13176.0, 13973.0, 17273.0, 18127.0, 20156.0, 24963.0, 25811.0, 26897.0, 29182.0, 29333.0, 36271.0, 39123.0]"
20985.21875,GAZİANTEP ANADOLU LİSESİ (GAZİANTEP - ŞEHİTKAMİL),32,"[363.0, 1.935, 2.826, 3.577, 5.29, 7.32, 8.58, 11.733, 14.61, 16.761, 16.846, 17.273, 18.333, 20.037, 21.168, 22.085, 22.575, 23.451, 24.094, 25.654, 26.382, 27.311, 28.704, 30.469, 31.544, 31.66, 32.716, 33.097, 33.854, 36.077, 37.002, 38.2]","[363.0, 1935.0, 2826.0, 3577.0, 5290.0, 7320.0, 8580.0, 11733.0, 14610.0, 16761.0, 16846.0, 17273.0, 18333.0, 20037.0, 21168.0, 22085.0, 22575.0, 23451.0, 24094.0, 25654.0, 26382.0, 27311.0, 28704.0, 30469.0, 31544.0, 31660.0, 32716.0, 33097.0, 33854.0, 36077.0, 37002.0, 38200.0]"
20987.2,KDZ. EREĞLİ ANADOLU LİSESİ (ZONGULDAK - EREĞLİ),5,"[17.828, 19.498, 20.156, 23.36, 24.094]","[17828.0, 19498.0, 20156.0, 23360.0, 24094.0]"
20989.333333333332,TATVAN ANADOLU LİSESİ (BİTLİS - TATVAN),3,"[11.277, 17.828, 33.863]","[11277.0, 17828.0, 33863.0]"
21000.81818181818,TARSUS ŞEHİT HALİL ÖZDEMİR FEN LİSESİ (MERSİN - TARSUS),33,"[1.734, 7.32, 8.201, 8.58, 9.627, 9.716, 10.612, 10.901, 11.7, 13.176, 14.61, 16.846, 17.273, 18.246, 18.333, 18.719, 20.156, 21.427, 22.085, 22.581, 23.272, 25.78, 26.106, 26.805, 27.034, 30.424, 31.66, 33.565, 34.285, 35.495, 38.608, 39.027, 39.123]","[1734.0, 7320.0, 8201.0, 8580.0, 9627.0, 9716.0, 10612.0, 10901.0, 11700.0, 13176.0, 14610.0, 16846.0, 17273.0, 18246.0, 18333.0, 18719.0, 20156.0, 21427.0, 22085.0, 22581.0, 23272.0, 25780.0, 26106.0, 26805.0, 27034.0, 30424.0, 31660.0, 33565.0, 34285.0, 35495.0, 38608.0, 39027.0, 39123.0]"
21001.5,ÖZEL BAŞAKŞEHİR YENİDOĞU FEN LİSESİ (İSTANBUL - BAŞAKŞEHİR),2,"[8.071, 33.932]","[8071.0, 33932.0]"
21003.11111111111,ÖZEL LİSAN FEN EĞİTİM KURUMLARI GÜNEY FEN LİSESİ (MERSİN - YENİŞEHİR),9,"[8.201, 9.627, 13.255, 14.61, 23.389, 25.654, 27.427, 32.334, 34.531]","[8201.0, 9627.0, 13255.0, 14610.0, 23389.0, 25654.0, 27427.0, 32334.000000000004, 34531.0]"
21003.428571428572,ÖZEL ALAPLI BAHÇEŞEHİR KOLEJİ FEN LİSESİ (ZONGULDAK - ALAPLI),7,"[1.935, 6.727, 18.6, 23.272, 26.676, 30.608, 39.206]","[1935.0, 6727.0, 18600.0, 23272.0, 26676.0, 30608.0, 39206.0]"
21007.0,ÖZEL LİSAN FEN EĞİTİM KURUMLARI KUZEY FEN LİSESİ (MERSİN - YENİŞEHİR),3,"[17.824, 21.103, 24.094]","[17824.0, 21103.0, 24094.0]"
21010.837837837837,AKSU FEN LİSESİ (ANTALYA - AKSU),37,"[1.935, 3.771, 5.199, 9.627, 9.937, 10.321, 10.795, 13.176, 14.398, 14.61, 14.988, 15.007, 17.273, 17.824, 18.333, 19.963, 20.156, 21.103, 22.085, 22.161, 22.233, 23.323, 23.389, 24.094, 24.13, 25.654, 27.586, 28.342, 28.704, 29.333, 30.469, 31.102, 31.544, 34.2, 35.795, 37.002, 37.839]","[1935.0, 3771.0, 5199.0, 9627.0, 9937.0, 10321.0, 10795.0, 13176.0, 14398.0, 14610.0, 14988.0, 15007.0, 17273.0, 17824.0, 18333.0, 19963.0, 20156.0, 21103.0, 22085.0, 22161.0, 22233.0, 23323.0, 23389.0, 24094.0, 24130.0, 25654.0, 27586.0, 28342.0, 28704.0, 29333.0, 30469.0, 31102.0, 31544.0, 34200.0, 35795.0, 37002.0, 37839.0]"
21026.0,ÖZEL AĞRI DOĞA ANADOLU LİSESİ (AĞRI - MERKEZ),4,"[5.29, 11.277, 28.414, 39.123]","[5290.0, 11277.0, 28414.0, 39123.0]"
21030.5,HALİDE EDİP ADIVAR ANADOLU LİSESİ (İSTANBUL - ÜSKÜDAR),2,"[12.342, 29.719]","[12342.0, 29719.0]"
21057.071428571428,ÖZEL PROFESYONEL EĞİTİM AKADEMİSİ (PEMA) ANADOLU LİSESİ (KONYA - SELÇUKLU),14,"[3.659, 4.344, 7.721, 13.25, 17.273, 21.103, 22.161, 22.314, 23.646, 25.78, 27.034, 27.75, 39.206, 39.558]","[3659.0, 4344.0, 7721.0, 13250.0, 17273.0, 21103.0, 22161.0, 22314.0, 23646.0, 25780.0, 27034.0, 27750.0, 39206.0, 39558.0]"
21064.608695652172,BAHÇELİEVLER ANADOLU LİSESİ (İSTANBUL - BAHÇELİEVLER),46,"[3.035, 3.294, 3.356, 5.725, 7.43, 8.071, 11.277, 11.733, 12.286, 12.342, 13.125, 13.176, 14.136, 14.398, 16.371, 16.552, 17.824, 17.89, 18.453, 18.6, 20.037, 20.06, 20.156, 20.245, 22.314, 22.581, 23.36, 23.884, 24.51, 25.282, 26.044, 26.805, 27.165, 27.829, 27.956, 28.376, 31.102, 31.45, 31.788, 32.248, 33.408, 33.878, 34.692, 37.312, 38.191, 39.225]","[3035.0, 3294.0, 3356.0, 5725.0, 7430.0, 8071.0, 11277.0, 11733.0, 12286.0, 12342.0, 13125.0, 13176.0, 14136.0, 14398.0, 16370.999999999998, 16552.0, 17824.0, 17890.0, 18453.0, 18600.0, 20037.0, 20060.0, 20156.0, 20245.0, 22314.0, 22581.0, 23360.0, 23884.0, 24510.0, 25282.0, 26044.0, 26805.0, 27165.0, 27829.0, 27956.0, 28376.0, 31102.0, 31450.0, 31788.0, 32247.999999999996, 33408.0, 33878.0, 34692.0, 37312.0, 38191.0, 39225.0]"
21068.0,ÖZEL SİNCAN BİREY ANADOLU LİSESİ (ANKARA - SİNCAN),2,"[5.199, 36.937]","[5199.0, 36937.0]"
21088.222222222223,ÖZEL ŞANLIURFA SARAÇ İLGİ OKULLARI ANADOLU LİSESİ (ŞANLIURFA - KARAKÖPRÜ),9,"[2.887, 14.61, 14.749, 16.846, 21.156, 26.382, 26.474, 30.722, 35.968]","[2887.0, 14610.0, 14749.0, 16846.0, 21156.0, 26382.0, 26474.0, 30722.0, 35968.0]"
21093.64285714286,TEKİRDAĞ ANADOLU LİSESİ (TEKİRDAĞ - SÜLEYMANPAŞA),14,"[5.145, 7.42, 10.795, 15.038, 17.132, 18.6, 19.498, 20.037, 23.389, 23.884, 29.182, 31.102, 34.531, 39.558]","[5145.0, 7420.0, 10795.0, 15038.0, 17132.0, 18600.0, 19498.0, 20037.0, 23389.0, 23884.0, 29182.0, 31102.0, 34531.0, 39558.0]"
21097.261904761905,TÜRKİYE BÜYÜK MİLLET MECLİSİ VAKFI BİNGÖL FEN LİSESİ (BİNGÖL - MERKEZ),42,"[363.0, 3.294, 5.145, 5.29, 7.571, 8.071, 8.262, 10.612, 11.277, 12.683, 13.176, 13.25, 13.324, 15.038, 16.552, 17.824, 18.719, 18.907, 19.077, 21.156, 21.168, 23.284, 23.448, 23.646, 24.461, 26.345, 26.382, 27.177, 27.311, 27.815, 27.909, 28.414, 28.704, 29.333, 30.722, 33.854, 34.531, 34.778, 35.079, 35.831, 36.794, 39.508]","[363.0, 3294.0, 5145.0, 5290.0, 7571.0, 8071.0, 8262.0, 10612.0, 11277.0, 12683.0, 13176.0, 13250.0, 13324.0, 15038.0, 16552.0, 17824.0, 18719.0, 18907.0, 19077.0, 21156.0, 21168.0, 23284.0, 23448.0, 23646.0, 24461.0, 26345.0, 26382.0, 27177.0, 27311.0, 27815.0, 27909.0, 28414.0, 28704.0, 29333.0, 30722.0, 33854.0, 34531.0, 34778.0, 35079.0, 35831.0, 36794.0, 39508.0]"
21103.0,ÖZEL ÇANKAYA KAMPÜS ANADOLU LİSESİ (ANKARA - ÇANKAYA),1,[21.103],[21103.0]
21103.0,ÖZEL BAŞKENT BİLİM ANADOLU LİSESİ (ANKARA - SİNCAN),1,[21.103],[21103.0]
21103.0,ÇAVDIR ANADOLU LİSESİ (BURDUR - ÇAVDIR),1,[21.103],[21103.0]
21103.0,CUMHURİYET ANADOLU LİSESİ (BURSA - OSMANGAZİ),1,[21.103],[21103.0]
21103.0,BOZÜYÜK BORSA İSTANBUL ANADOLU LİSESİ (BİLECİK - BOZÜYÜK),1,[21.103],[21103.0]
21105.75,TÜLAY BAŞARAN ANADOLU LİSESİ (SAMSUN - İLKADIM),4,"[10.901, 13.487, 21.427, 38.608]","[10901.0, 13487.0, 21427.0, 38608.0]"
21109.76923076923,ÖZEL KIRŞEHİR SİMYA FEN LİSESİ (KIRŞEHİR - MERKEZ),13,"[532.0, 3.577, 7.571, 17.383, 18.662, 21.427, 23.517, 25.654, 27.034, 27.516, 29.065, 33.097, 39.392]","[532.0, 3577.0, 7571.0, 17383.0, 18662.0, 21427.0, 23517.0, 25654.0, 27034.0, 27516.0, 29065.0, 33097.0, 39392.0]"
21116.931506849316,BORNOVA ANADOLU LİSESİ (İZMİR - BORNOVA),73,"[1.348, 1.858, 2.792, 3.294, 3.658, 5.29, 7.31, 7.32, 7.43, 8.58, 9.287, 9.627, 10.321, 10.795, 11.277, 11.527, 12.342, 12.463, 12.683, 13.125, 13.176, 13.564, 15.007, 15.038, 15.094, 16.089, 16.761, 17.018, 17.273, 17.383, 17.828, 17.942, 18.333, 19.569, 20.156, 20.33, 20.419, 22.581, 23.36, 23.389, 23.457, 23.914, 24.094, 24.963, 25.044, 25.361, 25.986, 26.044, 26.383, 26.676, 27.413, 27.427, 29.182, 29.719, 30.796, 31.183, 31.383, 32.58, 32.688, 32.946, 34.037, 34.2, 34.531, 34.643, 34.692, 34.778, 34.888, 35.349, 35.968, 36.423, 37.002, 37.31, 37.839]","[1348.0, 1858.0, 2792.0, 3294.0, 3658.0, 5290.0, 7310.0, 7320.0, 7430.0, 8580.0, 9287.0, 9627.0, 10321.0, 10795.0, 11277.0, 11527.0, 12342.0, 12463.0, 12683.0, 13125.0, 13176.0, 13564.0, 15007.0, 15038.0, 15094.0, 16088.999999999998, 16761.0, 17018.0, 17273.0, 17383.0, 17828.0, 17942.0, 18333.0, 19569.0, 20156.0, 20330.0, 20419.0, 22581.0, 23360.0, 23389.0, 23457.0, 23914.0, 24094.0, 24963.0, 25044.0, 25361.0, 25986.0, 26044.0, 26383.0, 26676.0, 27413.0, 27427.0, 29182.0, 29719.0, 30796.0, 31183.0, 31383.0, 32580.0, 32688.000000000004, 32946.0, 34037.0, 34200.0, 34531.0, 34643.0, 34692.0, 34778.0, 34888.0, 35349.0, 35968.0, 36423.0, 37002.0, 37310.0, 37839.0]"
21120.5,MELİKŞAH ANADOLU İMAM HATİP LİSESİ (HATAY - KIRIKHAN),4,"[4.686, 13.25, 30.469, 36.077]","[4686.0, 13250.0, 30469.0, 36077.0]"
21127.533333333333,ŞEHİT MUSTAFA SEZGİN KIZ ANADOLU İMAM HATİP LİSESİ (KAYSERİ - MELİKGAZİ),15,"[3.658, 11.277, 13.973, 14.136, 18.118, 18.333, 18.907, 19.22, 21.427, 24.461, 25.78, 27.034, 28.1, 33.097, 39.392]","[3658.0, 11277.0, 13973.0, 14136.0, 18118.0, 18333.0, 18907.0, 19220.0, 21427.0, 24461.0, 25780.0, 27034.0, 28100.0, 33097.0, 39392.0]"
21145.864864864863,NECMETTİN ERBAKAN FEN LİSESİ (SAKARYA - ARİFİYE),37,"[1.804, 3.577, 4.377, 5.145, 7.32, 9.025, 9.627, 11.277, 11.733, 13.125, 13.176, 14.749, 15.007, 18.127, 18.907, 19.498, 20.156, 20.419, 22.314, 22.581, 23.134, 23.272, 23.884, 25.78, 26.18, 28.342, 30.424, 30.469, 30.722, 32.688, 34.163, 34.285, 34.627, 35.079, 35.36, 35.496, 36.548]","[1804.0, 3577.0, 4377.0, 5145.0, 7320.0, 9025.0, 9627.0, 11277.0, 11733.0, 13125.0, 13176.0, 14749.0, 15007.0, 18127.0, 18907.0, 19498.0, 20156.0, 20419.0, 22314.0, 22581.0, 23134.0, 23272.0, 23884.0, 25780.0, 26180.0, 28342.0, 30424.0, 30469.0, 30722.0, 32688.000000000004, 34163.0, 34285.0, 34627.0, 35079.0, 35360.0, 35496.0, 36548.0]"
21146.058823529413,OSMANGAZİ GAZİ ANADOLU LİSESİ (BURSA - OSMANGAZİ),17,"[5.361, 6.639, 9.627, 10.165, 12.463, 13.176, 17.383, 21.103, 22.581, 23.884, 26.345, 27.829, 28.376, 29.049, 33.565, 35.666, 36.271]","[5361.0, 6639.0, 9627.0, 10165.0, 12463.0, 13176.0, 17383.0, 21103.0, 22581.0, 23884.0, 26345.0, 27829.0, 28376.0, 29049.0, 33565.0, 35666.0, 36271.0]"
21157.4,ÖZEL TEMEL DEĞERLER FEN LİSESİ (KONYA - SELÇUKLU),5,"[1.242, 3.658, 25.361, 35.968, 39.558]","[1242.0, 3658.0, 25361.0, 35968.0, 39558.0]"
21159.875,KONAK ANADOLU LİSESİ (İZMİR - KONAK),16,"[3.294, 5.29, 10.795, 12.683, 16.761, 17.828, 18.246, 18.333, 20.037, 23.272, 26.106, 29.182, 31.577, 32.688, 34.627, 37.839]","[3294.0, 5290.0, 10795.0, 12683.0, 16761.0, 17828.0, 18246.0, 18333.0, 20037.0, 23272.0, 26106.0, 29182.0, 31577.0, 32688.000000000004, 34627.0, 37839.0]"
21168.0,ŞEHİT SERDAR SELÇUK ANADOLU LİSESİ (MALATYA - YEŞİLYURT),1,[21.168],[21168.0]
21168.0,YEŞİLYURT ANADOLU LİSESİ (MALATYA - YEŞİLYURT),1,[21.168],[21168.0]
21168.0,FATİH TERİM ANADOLU LİSESİ (ADANA - SEYHAN),1,[21.168],[21168.0]
21168.0,AHMET CEVDET PAŞA ANADOLU LİSESİ (OSMANİYE - MERKEZ),1,[21.168],[21168.0]
21168.0,ÖZEL SINAV ANADOLU LİSESİ (MALATYA - YEŞİLYURT),1,[21.168],[21168.0]
21168.0,SALİH GÜNAYDIN ANADOLU İMAM HATİP LİSESİ (BATMAN - MERKEZ),1,[21.168],[21168.0]
21168.0,20 MAYIS VAKFI TURGUT ÖZAL ANADOLU LİSESİ (MALATYA - BATTALGAZİ),1,[21.168],[21168.0]
21168.0,ÇAMARDI ŞEHİT MUTTALİP SOYLU ANADOLU İMAM HATİP LİSESİ (NİĞDE - ÇAMARDI),1,[21.168],[21168.0]
21169.0,ALMAN LİSELİLER KÜLTÜR VE EĞİTİM VAKFI ÖZEL FEN LİSESİ (İSTANBUL - BÜYÜKÇEKMECE),3,"[3.294, 26.805, 33.408]","[3294.0, 26805.0, 33408.0]"
21185.916666666668,ÖZEL ISPARTA FİNAL AKADEMİ FEN LİSESİ (ISPARTA - MERKEZ),12,"[7.32, 8.58, 14.565, 17.824, 22.085, 22.314, 23.323, 23.884, 24.094, 25.044, 30.913, 34.285]","[7320.0, 8580.0, 14565.0, 17824.0, 22085.0, 22314.0, 23323.0, 23884.0, 24094.0, 25044.0, 30913.0, 34285.0]"
21190.0,ÖZEL TÜRK KOLEJİ ANADOLU LİSESİ (İZMİR - KONAK),2,"[16.394, 25.986]","[16394.0, 25986.0]"
21200.5,ÖZEL NAZİLLİ DÖRT RENK SÜMER FEN LİSESİ (AYDIN - NAZİLLİ),2,"[14.988, 27.413]","[14988.0, 27413.0]"
